Signal,Open,High,Low,Close,Volume,NYSE_Close,RUSS_Close,NASDAQ_Close,DJI_Close,FTSE_Close,GOLD_Close,N225_Close,USDCNY_Close,USDEUR_Close,USDGBP_Close,USDJPY_Close,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,April,August,December,February,January,July,June,March,May,November,October,September,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Friday,Monday,Thursday,Tuesday,Wednesday
1,0.020536021,0.016482005,0.020536021,0.016381777,4570670000,0.015663793,0.024200918,0.022443602000000003,0.013837229,0.02672634,-0.030784785,0.071098957,-0.011908095,0.012820688,0.001591781,0.016092474,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0.01451392,0.018247184,0.01451392,0.016346115,5011540000,0.016595763,0.015277362,0.021873733,0.015768663999999998,0.028271801000000003,0.006691765,-0.013676262,0.003186309,0.002455358,0.01078604,-0.002119072,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0.015038035,-0.00035227,0.008542511,-0.004676637,4436490000,-0.002868062,-0.006369575,-0.010313118000000001,-0.002458375,-0.009714881,0.018341315,0.02250513,0.001750453,0.0021156960000000002,0.001572215,0.001751621,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,-0.0056343159999999995,-0.005830436,-0.0067692790000000004,-2.61e-05,4142850000,-0.002003061,0.005261289000000001,0.00375669,-0.001307101,-0.003657047,-0.003312083,-0.014278953,-0.001458498,0.0011117289999999999,-0.003576798,-0.009053813,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0.00400919,0.014446064,0.011639677,0.014350746000000001,4054710000,0.013648843999999999,0.011546823999999999,0.014585318,0.013853698999999999,0.014598311999999999,-0.014921667,0.008970633,0.000552944,-0.0011117289999999999,0.004718676,-0.006742325,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.009279009,-0.002221606,-0.002601539,-0.012532588,3890650000,-0.01276793,-0.009430275,-0.014774039,-0.011429235,-0.012566832,0.014962422,-0.003668805,-9.209999999999999e-05,0.008638884,0.008239853,0.00427571,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,-0.012860481000000002,-0.005316881999999999,-0.014927687,0.004429945,4317250000,0.0012368169999999999,0.009762985,0.008629101,0.003233005,-0.016078794,0.001547484,-0.008524869000000001,0.0008135760000000001,0.000110272,0.009574841,-0.00970428,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0.007434901,0.010170251,0.018033142,0.011284417,4118210000,0.01246139,0.009251841,0.008677495,0.012796161,0.024513012,0.0033798359999999998,0.01401003,0.000705586,0.00110205,0.006007701999999999,0.001973382,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0.011876171999999999,0.005686144000000001,0.010523993,-0.001871915,4348510000,-0.000569497,0.005413884,0.0018031829999999999,-0.003438798,0.013742288,-0.007694319,0.0029738259999999997,0.000275964,-0.00099179,-0.002650117,0.009031271,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,-0.004008124,-0.002392108,-0.007205538,-0.008154096,4588180000,-0.006283871999999999,-0.003167432,-0.007109454,-0.007447751,0.00018043,0.012355313,-0.010035729,0.001057155,0.009218678000000001,0.0075136019999999994,0.004780014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,-0.005169647,0.010201734,0.00272946,0.023588388,4819750000,0.021880252000000003,0.019719178,0.02847433,0.020885331,0.009110267,-0.005277611999999999,0.003659042,0.0020804020000000003,0.003271897,-0.004724199,-0.01088073,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.02019135,0.004116166,0.016237373,0.004085962,4666610000,0.006791947,0.010546472,0.0029426129999999997,0.002028172,-0.00094309,0.00633464,0.0402734,-0.00029038400000000003,0.001197018,-0.002649747,0.013253418999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.004542939,0.0036078629999999998,0.004343459,0.003492597,5081700000,0.007128721,0.00969322,0.000850084,0.002634503,-0.0027041129999999997,0.019383811,0.012674797,-0.00016815599999999998,0.000652316,-0.008273202,-0.004080992,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0.004226550999999999,0.007714599,0.0047425259999999995,0.003300457,6049930000,0.006081609,0.0054495540000000006,0.0020372570000000002,0.0037036129999999997,0.0111762,-0.004201021,0.0032153140000000004,-0.002985648,-0.007417946,-0.006639849000000001,0.001796281,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0.0010525999999999999,-0.001499284,0.0013128279999999998,0.000884613,4968180000,0.0037828090000000003,0.011231323,-0.001860955,0.00394241,-0.0027459679999999997,0.006634285,-0.006099158,-0.003594584,-0.004059470999999999,-0.002838895,0.00116937,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.000385676,-0.004616546,-0.006025010999999999,-0.011303756000000002,4641650000,-0.013854008999999999,-0.024302431,-0.012702865,-0.006454564,-0.009262485,-0.0046584,-0.007607813000000001,0.001337957,-0.001980852,-0.003274724,-0.003089043,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,-0.0077621090000000005,-0.002100478,0.0012180119999999999,0.005039673,4038120000,0.00568779,0.004568714000000001,0.00548311,0.002135174,0.0034062140000000003,-0.006529706999999999,-0.008433769,-0.001861324,0.001100958,0.003701072,-0.007005407,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.004798104,0.006198475,-0.005363274,0.000155825,4376790000,-0.000679337,-0.008218096,-0.002617674,-0.00030768799999999997,-0.01799277,0.015062768,0.012548475,0.001277149,0.001319552,0.000142076,0.005249821,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0.001876719,0.008586131,0.012845917,0.016262548,4078620000,0.018591843,0.021910662,0.018343601,0.012756088999999998,0.016934663,-0.018083532,0.005120868,-0.00067684,-0.017067909,-0.005698833,-0.003476142,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0.012237383999999999,0.001087241,0.008655425999999999,-0.001261805,3487850000,-0.002965541,-0.003048151,0.00038110300000000004,0.000918634,0.005651935,-0.011413885,0.01725869,-0.002048692,0.000893855,-0.0064502480000000004,0.008101069,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,-0.001982878,-0.004271744,-0.003395335,-0.00183865,3560280000,-0.00604048,-0.016346858,-0.004559585,0.001299279,-0.005619361,-0.002342311,-0.006793459,0.000724453,0.005901693,0.006878789000000001,0.00045692599999999997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,-0.0005112280000000001,0.007944784,0.002395855,0.005584769,4057020000,0.007022699,0.007323098,0.007437375,0.0042935759999999995,0.005765109,0.024202067,-0.008366939,0.002231714,-0.000555278,0.008815640999999999,-0.006389517,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.006265579,0.0069735909999999995,0.006011625,0.006573585,4530480000,0.010479233000000001,0.015459084,0.002310525,0.008948196,0.004136845,-0.003650016,-0.002245301,0.001152384,-0.00993589,-0.00696075,-0.0031258740000000003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0.007010741,0.002986388,0.009352026999999999,0.004395912,6503140000,0.0032360440000000004,0.009503382,0.004317377,0.006886968,-0.001856231,-0.002045064,-0.012570725,-0.007243616,-0.008789779000000001,-0.015515323000000001,-0.012512323,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0.003286838,0.000754943,0.000969566,0.000985082,3376600000,-0.00036589300000000006,-0.0028087740000000004,0.002752872,0.001224658,-0.000808133,-0.009323237,-0.012570725,-0.000526047,0.003502631,0.000723641,0.0008528019999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0.00037104699999999995,0.00130884,-0.00125866,-0.0008777489999999999,3418460000,-0.0024973210000000003,-0.001129367,0.0026561379999999997,-0.002346163,0.001308848,0.003667638,0.01917191,0.002009864,0.00382754,0.006776754,0.006207978,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,-4.39e-05,-0.003921908,-0.00280216,-0.006406467,3639510000,-0.009315191,-0.019917457,-0.011010984,-0.0045592,0.0010329410000000001,-0.022857628999999997,-0.002794167,0.0008491130000000001,0.001122965,0.01015092,0.001007171,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-0.007875504,-0.0061254809999999995,-0.006097595,-0.000378132,3407720000,-0.00129593,0.003563412,0.000972506,0.000750464,-0.015050343,-0.00270012,-0.006411317,0.002496842,0.003808675,0.007652014,0.0013175939999999998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0.002658237,0.0032510309999999997,0.0046714190000000004,0.000545054,2809090000,0.001965034,0.000638957,-0.001406666,0.00112179,-0.015050343,0.004010618,0.014226715,0.004638028,0.001898911,-0.000988631,0.009298274,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,-0.001050657,0.006460797,-0.00179791,0.008778031,3822330000,0.008274238,0.026356861000000002,0.016608432,0.00555726,-9.83e-05,0.016632484,-0.0018015129999999998,-0.003914801,-0.003913462,-0.009369745,-0.0007583310000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0.011001523000000001,0.007897098,0.01466289,0.004340908,3590310000,0.0045566420000000005,0.00122549,0.0046665809999999995,0.004727055,0.015809771,-0.013926831,-0.013216998999999998,0.000599728,-0.007873171,-0.00859481,-0.006051938000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,0.002668583,-0.002072399,-0.00039361199999999994,-0.002041861,3715280000,-0.002893715,0.003227738,0.00011499999999999999,-0.001783528,-0.0045726000000000004,0.006290276,-0.00715214,-0.007685223000000001,-0.0037332470000000003,0.000862813,-0.002790542,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,-0.0034705490000000003,0.003451617,-0.006573325,0.00631094,3749990000,0.001232662,0.003271037,0.009135022,0.006069159,-0.004674954,-0.008267708,-0.036119291,-0.002497267,-0.003974794,0.00043112699999999995,0.001014027,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0.008024625,-0.000506135,0.00905389,-0.0032134090000000004,3485710000,-0.003623008,-0.008211274000000001,-0.0046378240000000005,-0.003138218,0.0030217390000000003,-0.005881815,-0.002532876,0.004586453,-0.0009107469999999999,0.010007231,-0.006761785,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,-0.005169645,-0.0055699140000000005,-0.009748855,-0.010196377,4154920000,-0.012045148,-0.011513516000000001,-0.009833959,-0.0075653330000000005,-0.011994366999999999,0.013013205,-0.024514594,0.004586453,-0.0009107469999999999,-0.002849005,-0.0042337220000000005,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,-0.008247249,0.00233908,0.000259445,0.010452862,3750800000,0.009769163,0.01175705,0.015728487,0.0063834880000000005,0.011491376999999999,-0.007237726,-0.001110398,-0.00020099099999999997,0.000683138,0.007673762,-0.007869082,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.008494491,-0.002091838,-0.004557403,-0.012048133,3801250000,-0.011353746999999999,-0.014553308999999999,-0.014812295,-0.009875283,-0.004016755,0.014600815,0.0021916279999999997,0.000556492,-0.002050815,0.001273255,-0.006170587,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,-0.008504268,-0.00115432,0.0038719320000000002,0.0027827309999999997,3359530000,0.0073931,0.004127670999999999,0.000478397,0.001993228,0.010938989,0.00019345900000000002,0.004540832,-0.0027700629999999997,0.002733487,0.0056393780000000004,-0.011663116000000001,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.002290169,0.001115541,9.31e-05,-0.0027435529999999997,3567840000,-0.000505084,-0.002710288,-0.0035708090000000003,-0.001169828,-0.0006932969999999999,0.013760088,-0.00445893,0.000433813,-0.002505411,-0.005074007,-0.001070417,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,-0.003180305,0.001027137,-0.001048603,0.009615763000000001,4239740000,0.012195734,0.010336221,0.007972849,0.009345359000000001,0.0067993030000000005,-0.001790326,0.011216055,-0.0009763430000000001,-0.000912617,-0.007374874,-0.00352385,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.010803971,0.008741133,0.012753299,0.009990093,4191830000,0.011731257,0.021668021000000003,0.015343225,0.010498691000000001,0.019119524,-0.010536105,0.028007393,0.0009453630000000001,0.002507695,-0.002422862,0.006556795,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0.008180705,0.002234466,0.005892803,0.00017286099999999998,3765870000,7.049999999999999e-05,-0.001186618,-0.0003093,0.001012984,0.000345695,-0.011804085,0.031831698,0.001980812,0.009291852,0.005407726,0.007154025,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0.000100816,-0.002215265,-0.000876171,-0.000984746,3701450000,-0.000450863,0.002062395,-0.001551986,-0.001617357,-0.003351985,0.004955573,-0.003733518,0.0006491,0.000789222,0.0032589470000000003,-0.000950918,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,-0.0020519329999999997,0.005476475,-0.00128194,0.0065196740000000005,3316880000,0.0066755140000000004,0.007365023,0.004404831,0.005944039,0.001527884,-0.001216308,-0.034545177999999996,-0.001082067,-0.002595499,-0.001982442,-0.011954148000000001,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.008249386,0.00447281,0.008657231,0.0030797570000000002,3896830000,0.008821467,0.000833513,-0.003977642,0.0027422690000000003,0.008135541999999999,0.014259026000000001,0.036111493,-6.19e-05,-0.000904364,-0.008112191,0.009728760999999999,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0.002606271,0.003321395,0.002215856,0.000761325,4184880000,0.000996907,0.0018050229999999998,0.001577597,0.0023607289999999998,0.000764687,-0.004762601,0.001900478,-0.0026484340000000003,-0.004420523,-0.00702663,0.0015299139999999998,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.000271195,-0.003449727,-0.003727745,-0.0052076,4175290000,-0.006955311,-0.005724184,-0.00045279900000000004,-0.006305665,-0.004518563,0.0030493940000000004,0.026676684,0.001967635,0.004872807,0.0035911840000000003,0.005459256,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,-0.005055357,-0.004506808,-0.003511031,4.7799999999999996e-05,3790580000,0.0053592119999999995,0.009568696,-0.008051103,0.001179895,-0.011188443000000001,-0.012107778000000001,0.011957398000000001,0.001716579,0.001129816,0.00114646,-0.003657512,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,-0.001014146,-0.002366333,-0.001769776,-0.001813671,3319740000,-0.004323862,-0.007519326,-0.002130174,-0.001473556,-0.007875121,0.003998387,-0.007608330999999999,0.0029468740000000004,0.005180775,-0.008630663,0.018101394,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0.000224923,0.003583172,0.0039775999999999995,0.001871042,3557190000,0.005424959,0.011036318,-0.001535149,0.000727322,0.00376234,0.004376622,-0.004944743,-0.001233236,-0.003150318,-0.0030384170000000003,-0.0026957590000000003,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2,0.00119077,0.0014392060000000002,-0.00167462,0.001648017,4100110000,0.004669492,0.0029676190000000003,-0.005156184,0.002843596,0.005617100999999999,0.0019524120000000002,-0.003624898,7.709999999999999e-05,-0.002708194,-0.0059588869999999995,0.000845453,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,-0.0006693339999999999,-0.000281007,-0.005146945,-0.009273711,4309840000,-0.008681299,-0.011985063999999998,-0.011966925,-0.011752375,0.00039549800000000004,0.016265698999999998,-0.036782922999999995,0.00023133,-0.0026022529999999997,0.002475069,0.002603817,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,-0.009181495,-0.012197173,-0.00937954,-0.005075945,4704720000,-0.004162097,-0.008409516,-0.006248030999999999,-0.003208595,-0.01281426,0.021307241,-0.036782922999999995,-0.002949604,-0.002381899,-0.0048101540000000005,-0.031369264,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,-0.0022469260000000002,0.004603991,0.006716242,0.007779663000000001,3841110000,0.005676151999999999,0.008865392,0.008804439,0.006590275,-0.01281426,-0.0015318679999999998,-0.031615909,-0.000278422,-0.009355459,0.000584283,-0.01513111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0.004830682,-0.00299957,-0.005445294,-0.008714589,4173390000,-0.012510852,-0.016936074,-0.011349893,-0.007869954,-0.009060613,-0.003917695,-0.031615909,-0.000278422,-0.0054020019999999995,-0.004243805,-0.000535591,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,-0.008159600999999999,-0.008159600999999999,-0.0045556170000000005,-0.005954583,4058560000,-0.00770774,-0.007723014,-0.007920909,-0.005629613,-0.011969958000000001,-0.005315306,-0.031615909,0.002734458,0.0018422570000000001,0.007742351,0.002665717,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-0.00357382,-3.4e-05,0.000107545,-0.000238922,4008530000,-0.000478423,-0.004664405999999999,-0.0018109170000000002,0.000535229,0.000866771,-0.001517154,-0.031615909,0.00046272699999999996,0.0009198569999999999,0.0030512190000000004,0.0022471920000000003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,-0.002526387,-0.001219053,-0.003094083,0.0031696059999999997,3796350000,0.002672153,0.006091791,0.004034597,0.004515091,0.001372213,0.008766074,-0.002521231,0.0013407,0.007556711,0.001015008,0.00331474,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
